ID_REF	GSM31653	GSM31654	GSM31659	GSM31660	GSM31655	GSM31656	GSM31661	GSM31662	GSM31657	GSM31658	GSM31663	GSM31664
10000_at	9.3	6.5	7.6	3.7	4.8	5.1	4.8	6.1	7.4	5.2	5.2	4.4
10001_at	331.4	307	315.3	368.4	360.7	238.7	298.7	386.3	289.4	289.5	298.9	336.1
10002_i_at	1316.1	1424.5	1303.1	1367.3	1443.2	1503.4	1487	1615.7	1552	1401.4	1459.7	1251.4
10003_f_at	3498.7	3547.1	3498.9	3635.3	3803.4	3844.9	3620.2	3412	3417.6	3502.1	3388.3	3683.1
10004_at	5.9	1	1.5	1	3.4	4.9	3.5	1.4	2.6	5.2	3.7	1.9
10005_at	139.5	145.3	137	160.1	162.3	155.9	116.6	126.7	115.8	121.8	109.3	109.9
10006_at	90.4	90.1	104.4	116.5	88.2	68.9	71.9	78.2	53.3	77.7	81.8	58.7
10007_at	263.1	281.3	220.6	264.8	361.3	363.3	383.3	343.7	476.8	264.8	419.7	717.6
10008_at	2.6	1.7	1.4	2	4.9	1.1	2.5	2.6	1	3.8	4.8	6
10009_at	26.7	44	26.6	27.4	37.8	20.3	16.8	22.6	39	40.6	26.1	35.3
10010_at	1011.7	898.9	944.2	1111.3	903.6	1094.4	1040.6	866.7	944.7	1085	995.4	1055
10011_at	16	8.6	11.9	17	6.3	10.7	2.6	8.8	9.6	6.7	5.2	8.8
10012_at	46.5	26.2	29	43.4	70.9	110.7	95.3	86	105.3	117.9	87.2	75.4
10013_at	39.1	30.1	31.3	33.8	36.7	31.6	23.3	33.8	29.7	30.6	28.4	29.8
10014_at	261	242.1	172.9	227.2	183.5	236.5	262.9	238.7	234.2	196	233.7	263.1
10015_at	1161.1	1158.3	1220	1250.3	1517.3	1239.5	1345	1605.7	1323.6	1492.2	1488.4	1177.7
10016_at	293	303.2	369.6	371.7	413.5	403.8	398.8	423.3	383	373.9	374.1	315.1
10017_at	1.4	1	1	2.1	1.7	7.4	1.9	3.1	1.5	1.5	1	2.5
10018_at	1935.4	1986.3	2127.1	1998.5	2062.3	1844.3	1992	1984.3	2063.1	2032.6	2411.2	1754.6
10019_at	1160.2	1134.3	1228.3	1266.2	1247.5	1250	1258.4	1127.6	1291.4	1274.2	1378.8	1250.9
10020_at	221.7	235.3	263.8	241	238.7	201.8	233.1	236.2	225.7	239.6	249.8	192
10021_at	44.4	33.8	33.9	35	33.9	29.6	28.1	24.6	31.1	26.5	16	27.3
10022_at	1	1	1	1	1	1	1	1	3.3	2.5	3.7	3.7
10023_at	1.2	1	1	1.2	1	1.2	1	1	1	1	1	1
